"","x"
"1",2.62320257275293
"2",0.544282151740391
"3",0.983723637449559
"4",0.76440341920288
"5",2.69360964652346
"6",3.91678527015867
"7",3.15626263859455
"8",2.47899353279181
"9",2.69185531534431
"10",3.43719982936147
"11",1.66196068850641
"12",0.503199769584962
"13",1.7165123962612
"14",2.50377704240106
"15",2.54411056318279
"16",1.8549546124907
"17",0.749747615026854
"18",3.0395674248832
"19",0.600767640418287
"20",0.477102620844166
"21",2.36356575348667
"22",1.88307990691178
"23",2.53737078287285
"24",0.791320656674657
"25",0.464664934213432
"26",0.979488336406344
"27",1.1661015593173
"28",2.75207380754516
"29",0.515273167658263
"30",2.68629458297746
"31",3.01246938637812
"32",0.449887836370432
"33",2.49478231921974
"34",2.35679238899034
"35",3.20520680356739
"36",2.44550305790273
"37",2.60178771276651
"38",2.36680133599149
"39",2.7685014206618
"40",2.17827313766907
"41",3.09163360933337
"42",1.60589380622166
"43",1.62807625462333
"44",0.381565131050421
"45",2.92555433829829
"46",2.84402291486997
"47",2.72453772634107
"48",2.69827745786804
"49",0.503352455738856
"50",2.36209166793984
"51",3.05604015146732
"52",0.449231007657218
"53",3.15274903311103
"54",0.497799276104764
"55",3.45363320393499
"56",2.44222676702431
"57",1.89433140821303
"58",3.14963769484854
"59",2.77748443367729
"60",3.06025424139061
"61",2.76890034832761
"62",3.10659740785316
"63",2.67834231942079
"64",3.33549293977472
"65",1.35670047951769
"66",2.81588787131108
"67",2.36644422840262
"68",2.69528761738652
"69",0.618503356733373
"70",3.63979566309459
"71",0.385097086218794
"72",2.36447325442378
"73",2.62066383175685
"74",1.81904226795698
"75",2.36252127378398
"76",2.85289215669086
"77",2.62576924752735
"78",2.41899046243493
"79",2.53101138879965
"80",0.485062470977848
"81",0.418855622128833
"82",2.37937975664651
"83",2.676588191684
"84",2.37244238072599
"85",2.38292506227414
"86",2.39034829655583
"87",2.36982840773955
"88",2.91022957450584
"89",0.557550619168162
"90",2.37722334587322
"91",1.1181920703779
"92",2.36854066747207
"93",0.476102781678296
"94",3.00112602062514
"95",2.94488237234198
"96",3.08733692851694
"97",3.10824170368651
"98",2.40473315256185
"99",3.93489608262167
"100",2.55929127528491
"101",2.35574522316754
"102",0.368477092635809
"103",2.728900510255
"104",0.393149500224437
"105",2.9731187059851
"106",0.375749638895251
"107",2.90885278081288
"108",0.455448294342523
"109",3.04213213530433
"110",0.472468143599173
"111",0.848771610113548
"112",0.482890377591786
"113",0.392474187412168
"114",0.496811911647359
"115",3.35960393752555
"116",3.08572650347045
"117",3.29890998587679
"118",1.34666212389571
"119",0.36876229561093
"120",1.49257618435843
"121",2.56455349926712
"122",3.06738354766112
"123",2.36902522483341
"124",0.566801015750603
"125",0.804039524305411
"126",0.380226780021228
"127",2.39372582909571
"128",2.80132354768191
"129",3.01806988116551
"130",2.88738639470814
"131",2.69951812031392
"132",0.369742572180999
"133",2.84583087411279
"134",3.01821964286953
"135",2.59988161790622
"136",2.78393351519988
"137",1.83905305868173
"138",2.35470092317029
"139",2.85780143485021
"140",2.90773631376996
"141",2.65468341756928
"142",0.471235415396923
"143",2.63612871027753
"144",0.371340743651473
"145",2.36769336374063
"146",0.368818676130763
"147",2.48524062451649
"148",1.74719323446854
"149",0.541393623306438
"150",2.85094951705389
"151",0.373707423604753
"152",2.5656514109673
"153",0.383432648476155
"154",2.43576565411457
"155",0.395969384274167
"156",0.466283736263621
"157",2.42215052262194
"158",2.97895638592057
"159",2.4023999434715
"160",3.15607724867335
"161",2.77614094322367
"162",3.51324309035904
"163",0.368497125876545
"164",1.36739806234029
"165",0.555268877139956
"166",2.62528943098116
"167",0.372129993942014
"168",2.65279016528697
"169",0.566181275247933
"170",2.56542305080054
"171",0.391318529240137
"172",0.573775801263266
"173",2.37945624188904
"174",2.46719157026827
"175",3.15107419749609
"176",3.13418456224186
"177",2.63852837045605
"178",2.35457452311102
"179",0.374682183002553
"180",2.45811817398634
"181",2.67719681639526
"182",2.98317058186685
"183",1.65157034370098
"184",2.69176335434231
"185",2.54334499042651
"186",3.05188364529421
"187",0.880765522941645
"188",2.9414280891668
"189",2.39337544883488
"190",3.15212184254941
"191",0.387047587332534
"192",0.5857854407204
"193",2.39809394565257
"194",3.02348638992767
"195",0.796824954869746
"196",0.421518613823437
"197",0.526149068220858
"198",0.652664531717073
"199",0.561273999513721
"200",2.41442138869855
"201",2.83751744794836
"202",2.95062708104644
"203",2.3904948131484
"204",0.54569483645806
"205",1.35396635381626
"206",0.611264403434813
"207",2.96152219470917
"208",2.56950065596074
"209",3.06088194563812
"210",2.67011992840652
"211",2.85193788467253
"212",1.3960485576188
"213",0.562678264221467
"214",4.00548009502442
"215",2.92595484587582
"216",2.48084346629646
"217",2.85802020685569
"218",3.10295281636571
"219",3.24810677429365
"220",3.13917495252061
"221",2.44566847262022
"222",3.02457087305491
"223",3.06478361616754
"224",2.89576748801274
"225",3.89553393247861
"226",2.9743464329194
"227",1.15236710947876
"228",0.443571535932604
"229",2.96715045667559
"230",0.455815335026261
"231",2.94569367679509
"232",0.623570996452517
"233",2.64247701278122
"234",0.877349399635416
"235",1.09296260594417
"236",3.51137008900783
"237",0.505976687892669
"238",0.664998740857573
"239",3.1529123930192
"240",3.04457895985846
"241",2.79197416881628
"242",3.50002533336571
"243",3.3238964183737
"244",2.76982029448841
"245",2.67060310492543
"246",2.87895179941844
"247",4.00364782405107
"248",0.571677134586967
"249",0.380897203243519
"250",2.68155640197441
"251",2.40530280057128
"252",0.905410694120334
"253",0.373725992901356
"254",2.61406516386681
"255",0.372847097408128
"256",0.369873371840548
"257",0.471189245282088
"258",4.00530036365385
"259",2.17996255796832
"260",2.35493602717554
"261",2.36713569214
"262",2.36551459591462
"263",2.39861911788867
"264",0.649184566209046
"265",0.372057863847814
"266",2.35871015354286
"267",3.43956149403
"268",2.5769284125325
"269",2.92127674634743
"270",2.35559659391706
"271",2.54324152600343
"272",0.652338520805285
"273",0.583238290038935
"274",3.11576884564276
"275",2.63669789922511
"276",0.407199936202073
"277",0.516859607060058
"278",0.797008508804302
"279",0.948475042356782
"280",3.47253719085288
"281",0.388791233920683
"282",0.680644636356057
"283",3.19467200654742
"284",2.40374117688162
"285",2.71157973282724
"286",0.415240316294689
"287",0.470728936851754
"288",2.5872622662336
"289",0.74874412806153
"290",1.24741524623086
"291",2.05230984441516
"292",3.05416595883441
"293",3.53455447412759
"294",1.589707322678
"295",2.79869146470286
"296",1.53133941644862
"297",0.383080639786404
"298",2.66715545461258
"299",1.17248832652351
"300",3.07655516321263
"301",0.532882766130082
"302",1.68774957212005
"303",2.95993256269148
"304",0.390581641860183
"305",0.410264352891614
"306",0.464026270300586
"307",1.23667157628204
"308",2.70699140560259
"309",0.400741899592915
"310",0.491516511930792
"311",2.48720014654182
"312",0.382076183432216
"313",2.70523499105008
"314",2.65664771123122
"315",1.06198550422536
"316",3.1432137855938
"317",2.38700051540268
"318",2.38406545844605
"319",2.95221088803129
"320",2.10294766955926
"321",0.386927480260303
"322",2.77116501178148
"323",3.75177357638651
"324",2.55669531948093
"325",1.77733459724394
"326",0.515581178181177
"327",1.15295500762119
"328",3.09892696678178
"329",2.43444882496759
"330",3.06062666475071
"331",2.48779460159952
"332",2.5277125258621
"333",0.415458859991685
"334",1.97786331904271
"335",0.423418424641373
"336",2.61710703456958
"337",2.95838688880215
"338",2.88428442090904
"339",0.710672555179718
"340",2.73486982135737
"341",1.87589113380854
"342",1.34374967277581
"343",1.76055392224545
"344",0.482220566259574
"345",3.03069757031453
"346",2.37277077522524
"347",0.450913462286658
"348",2.7631683142729
"349",0.375262881202096
"350",2.365934630478
"351",0.394974774540029
"352",2.47123379503388
"353",2.62392915113201
"354",3.05552186286222
"355",3.10274347797219
"356",3.11362756449751
"357",3.00292986401583
"358",2.86162383369925
"359",3.02073856546693
"360",0.445485702465989
"361",0.402586929170483
"362",2.35541019204419
"363",3.12455701974788
"364",3.56506307429408
"365",3.15596908859431
"366",2.5271698537881
"367",0.529504358877679
"368",1.56248954196562
"369",0.478082386217489
"370",2.40902602356126
"371",0.374113585984245
"372",0.485402021157725
"373",0.531708108035279
"374",0.617583823793511
"375",0.385344330808931
"376",1.88444790857191
"377",2.37210959763964
"378",2.87787100242695
"379",3.44649268150906
"380",2.56852703633396
"381",3.86561394032056
"382",0.415124038999798
"383",3.15577370846315
"384",0.382270399334122
"385",3.12310363042153
"386",0.36965662810852
"387",0.941065097218251
"388",2.5013208942597
"389",1.32447002185361
"390",2.88694146601996
"391",2.38197589865911
"392",0.412130348408227
"393",0.430701392258388
"394",2.96626996197701
"395",2.36995580044963
"396",0.601058784758824
"397",2.85833166471581
"398",1.58606024436371
"399",2.6011033990901
"400",1.02089566101352
"401",2.46041516632922
"402",3.14724037851212
"403",2.72079574640512
"404",1.80584633219784
"405",2.74956633573262
"406",2.77741492361816
"407",2.47218992748456
"408",0.561388081061436
"409",2.76792971314394
"410",0.436614894774528
"411",3.13008840340331
"412",2.36436044236988
"413",2.35528558468955
"414",0.45711421641271
"415",3.15069544082893
"416",3.01496815071637
"417",2.92393025528601
"418",3.14514814307668
"419",2.62972529856212
"420",2.35747881567007
"421",0.368897167817613
"422",3.15068122628404
"423",0.378082388501289
"424",3.1221040608544
"425",0.799925994561036
"426",0.391904212200715
"427",0.428647383262524
"428",2.36212269093907
"429",2.81312889247297
"430",0.408475407912926
"431",2.98774234635132
"432",2.39573109238788
"433",1.18141475251955
"434",2.98535924072308
"435",2.35606246472136
"436",2.21535491595459
"437",2.80716572251265
"438",1.60787127416069
"439",0.485428788937742
"440",0.793348983490658
"441",2.36291824435339
"442",2.65730388734305
"443",2.52264981893109
"444",2.9833683532804
"445",3.15363030587099
"446",2.42565318702121
"447",2.94510137503077
"448",0.477776017803318
"449",3.13560490576453
"450",0.639102598294547
"451",2.40205098617611
"452",2.53213122370942
"453",2.62539793115638
"454",0.636586563967028
"455",2.4997452870363
"456",2.42081196468912
"457",3.76056093813808
"458",2.48950524278886
"459",2.36533234970963
"460",2.91868295083224
"461",3.1050149852093
"462",2.48846866618229
"463",0.3798106321626
"464",2.45094013046542
"465",0.375566483037415
"466",2.35529850854122
"467",2.63486098212499
"468",2.43968124500436
"469",0.408798533444758
"470",2.55678950428446
"471",0.602970917336215
"472",0.383533916983733
"473",3.00006663979896
"474",0.405786390483779
"475",2.82348406366319
"476",3.04434079108287
"477",2.41180798526282
"478",1.96902918653559
"479",3.94777013387716
"480",3.90889536899802
"481",4.14841979390553
"482",2.35512507531168
"483",0.600447109935141
"484",1.13769632207308
"485",0.395751716371327
"486",2.92666813243874
"487",2.37572381326261
"488",2.6277313526618
"489",0.374315254165046
"490",2.67098417723993
"491",2.35948830934759
"492",3.80195529392514
"493",1.83150762609829
"494",1.26187488908041
"495",2.88340724741938
"496",2.24237151574302
"497",0.413405221426071
"498",2.6077940514733
"499",2.75811974030545
"500",0.369266635226267
"501",1.01018454509084
"502",2.57022582100453
"503",2.86065786390996
"504",0.613718599279363
"505",2.43518932715933
"506",2.60010872273854
"507",0.438493829573548
"508",3.0347970747531
"509",2.62825129206244
"510",1.10887588314291
"511",2.38771075448993
"512",0.450831603547234
"513",2.46203206157142
"514",2.35506973518839
"515",1.74955535486007
"516",2.9253129999245
"517",1.78271227280338
"518",0.609063805423434
"519",0.446545871886476
"520",3.35080868888124
"521",3.00331910428328
"522",0.78835469056646
"523",2.99577254030582
"524",2.85361635606795
"525",3.05342625122239
"526",3.14196022516469
"527",2.83066017960083
"528",3.14470461023626
"529",2.53494380176977
"530",2.81098570944027
"531",1.59042412823602
"532",1.81270835842094
"533",0.381033912137394
"534",2.37461634080181
"535",2.35997887406049
"536",2.74465933833557
"537",2.43387671801286
"538",1.77265313249248
"539",2.72930708401263
"540",0.372503427018606
"541",2.50951276436868
"542",0.535762964709435
"543",3.14847229529381
"544",3.00396770076518
"545",1.12498362627384
"546",3.94453054911269
"547",2.44519236567891
"548",4.13838985246205
"549",0.663712024978046
"550",3.10239825644314
"551",0.746672374586515
"552",2.15468806613717
"553",0.485701011409022
"554",0.467546275521906
"555",3.00776312413492
"556",2.90131019912511
"557",3.15229633883488
"558",2.6764962641932
"559",3.2334200581119
"560",2.37704155806057
"561",2.58576931424668
"562",0.371158303286597
"563",3.04244179877365
"564",2.46918054418779
"565",3.14304260786984
"566",2.33591561081252
"567",0.458183649561615
"568",2.35671417648836
"569",3.7080622907003
"570",2.42470630747294
"571",2.58931883648296
"572",1.24478293454369
"573",2.5221850320068
"574",0.383984556665829
"575",2.98232061200056
"576",2.5510707289209
"577",0.804890249092387
"578",2.69489196499959
"579",2.74402099475286
"580",2.94456246056842
"581",3.15602081481143
"582",2.84965038075992
"583",2.36210533214135
"584",2.9886545003072
"585",3.13710303555432
"586",2.82531149110884
"587",0.605659764110781
"588",0.388417995722459
"589",0.976875516925183
"590",0.405558169890316
"591",2.69147270419783
"592",0.373479396571791
"593",3.64375650197992
"594",1.62560634773135
"595",0.449551700078494
"596",2.3586313227805
"597",4.10698940603389
"598",0.626779006310036
"599",3.14653713637817
"600",0.488476833529703
"601",0.378921176834297
"602",0.462982752674632
"603",3.15490557992686
"604",0.369871755096113
"605",2.20913358472938
"606",2.57925005716876
"607",0.428682757903786
"608",2.65915677049866
"609",0.519443427399189
