"","V1","V2"
"1",0.700448112382566,-0.192072956553446
"2",0.402560376463627,-1.0328422879694
"3",-0.465729421551185,1.55994405222748
"4",-0.897170328762983,-0.468317143226645
"5",-1.69408189030489,-0.384772441532649
"6",-1.46581132186659,-0.329437854472094
"7",1.94054948241155,1.1391831278045
"8",-1.27166946651827,0.0825955167181869
"9",-1.57942269917997,0.224537311785844
"10",-1.34834897405993,1.68398786870026
"11",-0.356170669383271,-0.308674002058185
"12",0.215243405501414,-1.48775946668576
"13",-0.237428900267036,0.0719930895591696
"14",0.983265972112799,1.59773308894714
"15",0.737913399308572,-0.488907379788719
"16",0.0334042273439142,0.842577857870551
"17",-1.07024310088852,-1.39702959895012
"18",1.7643031974691,0.028627650907573
"19",0.846797700605985,0.731611779046214
"20",0.521417195410615,0.567573091815804
"21",-0.416536260935751,-1.31042277048646
"22",-0.01235362331592,0.451007946818171
"23",-1.31741442012374,0.542903777870395
"24",-0.963256221503235,-0.837132724532004
"25",0.535997207685223,0.858491587234239
"26",-0.820009174656085,-0.339146844385941
"27",-0.736925437035313,-0.388835258518497
"28",-1.78586437414435,-0.640732370269197
"29",0.243032241377266,-1.51068351633683
"30",-1.4644715755523,0.816985011937836
"31",1.41026455417677,0.446247611428203
"32",0.392073448682027,0.355089345368424
"33",0.863849831876396,1.14056179155643
"34",-0.367315288341073,1.10743053357258
"35",-1.67080414413911,0.329500501949924
"36",0.289893775811186,-1.19732180206954
"37",-1.72743772856258,-1.10769165801599
"38",-0.105938005299657,0.11599581329152
"39",1.07838251136196,-1.67332203674751
"40",0.135131698308732,-0.382818113271502
"41",1.81474134878727,0.14236848462501
"42",-0.140939116193823,1.10916171472713
"43",-0.318500013024327,0.0514141308404823
"44",-0.109928473874901,-0.508794781375911
"45",1.51551717048696,-0.668909571115136
"46",1.66729710301464,0.78549404820967
"47",0.974781525478016,0.54673931591904
"48",0.928215920575424,-1.70256490090288
"49",-0.872468271624041,-0.863589872276459
"50",0.0994405492025802,1.59538160056246
"51",1.95807250166861,1.00982532556742
"52",0.602719000714318,1.50232891856132
"53",1.62063022239063,-0.730787040614038
"54",-0.397323508411852,1.66191936327237
"55",-1.29743283564589,1.92241727757327
"56",0.276357436755851,-0.778890345844949
"57",-0.326549524566008,-1.299883907947
"58",1.91097481903769,1.32656012762088
"59",0.772881322094212,-0.945374303160461
"60",1.60562657996606,-0.902901526417151
"61",0.649554526163527,-1.54306587414927
"62",1.44667846276423,-0.430906845287331
"63",-1.83695261932075,-1.228785677626
"64",-1.90572868010337,-1.12034541570569
"65",-0.597734556835844,-0.304505210371695
"66",-1.72992571254015,-0.150375151038811
"67",-0.904134316539224,-0.903743184001178
"68",-1.50215701793199,0.656842990655959
"69",0.959940836674041,1.1719645218599
"70",-1.61757365758341,-0.271796897083457
"71",0.218864011534024,1.11078740159059
"72",-0.534908103865573,0.953094869696549
"73",1.13370002187555,0.422758562093821
"74",0.0803589135928174,1.27820145960239
"75",-0.52890443453798,0.839907164915477
"76",-1.83003496977306,-0.60820630975225
"77",-1.22708526496695,1.7532624309454
"78",0.0789170857713138,-1.16640213870315
"79",1.02188432895555,1.27791983496911
"80",0.499428723194692,0.31998981720028
"81",0.139349218424659,-0.340415602258885
"82",-0.896978677741111,-0.204911832694322
"83",-1.36087623539833,1.32658606152
"84",0.117763499840454,0.957390962090164
"85",-0.512007149487898,2.01246664919112
"86",-0.728953477821779,1.11388669354751
"87",-0.993874970240033,-1.18604844216185
"88",-1.54176796339985,1.03588250155138
"89",0.869231003789509,1.32038371333995
"90",-0.00512938955803755,0.0293251197031053
"91",-0.772200242636489,-0.4345434500969
"92",-0.446898989616121,1.68683138501682
"93",0.114442786464403,-1.60793077752528
"94",1.3022046432964,-0.0228820648802197
"95",-1.58779501938836,0.825131961696825
"96",1.26507724370496,-1.16012470769113
"97",1.66540643689713,0.724749924245663
"98",0.310036184096377,0.55608867181331
"99",-1.48498473652137,-0.495907282035183
"100",-1.51891132062515,-0.331524029037843
"101",-0.495890276731182,0.227078712186938
"102",-0.220501278799628,0.0395716774922362
"103",1.13997120435219,-0.916827090817425
"104",-0.651217141914654,-0.940224168387037
"105",1.19010818102126,-0.356877698527725
"106",-0.480575773894469,-0.600058149241134
"107",1.57135923402197,-0.248827870961292
"108",0.253936197046308,-0.493976292333336
"109",1.57719027449494,-0.989581621772226
"110",-0.949717772884637,-1.49148311234052
"111",-1.06921070878011,-1.46014811519663
"112",0.231425423958226,-1.08880204130479
"113",-0.134854887779297,1.82458167036888
"114",0.552217960538835,0.422295705195718
"115",-1.50642119970913,0.987432595225212
"116",1.81146441317625,0.136005013741509
"117",-1.90060648589807,-1.03249805985325
"118",-0.76208378187323,-1.15145193811164
"119",-0.493620365541402,-1.27924488083626
"120",-0.527253428133421,-0.473849232362552
