"","","y",""
"1",-1.5304351594919,-0.112173675959235,0.5300667838527
"2",-0.102955170965127,1.00270462320332,-0.73053568325711
"3",0.07142577353279,-1.53784853216359,0.989253251864659
"4",0.31772016739058,0.585512691207063,0.814528891099746
"5",1.41001992025706,0.73860602359869,0.839912775829563
"6",-0.00351882312016411,0.425858355022049,1.97908385068509
"7",-1.57628309291664,-1.54663185510167,-0.819508541492835
"8",1.5597748386955,0.264250926619128,0.214699756320877
"9",1.41170666062593,0.114643884336859,0.836026087923513
"10",0.554160644778152,-1.52480162601415,1.76921050447383
"11",-0.667422019667928,0.220746717402187,1.10295445788518
"12",0.017569357449004,1.49587715935215,-0.709148141973023
"13",-0.723241972015433,-0.181806270717391,1.09244379543134
"14",0.517749007680871,-1.59143013102055,-1.49523008511952
"15",0.376042765736123,0.51275973753646,-1.55006528943794
"16",-0.861891385835379,-1.00302129154935,1.05456050158987
"17",0.333876017210908,1.53966062230068,0.7989207846578
"18",-1.08244727887472,-0.326283801925437,-1.36670234994307
"19",-0.265722958987595,-0.840021705051039,-0.728120147698966
"20",0.0966139406937872,-0.591202926104619,-0.683935938014507
"21",1.18995835416336,1.5572598728331,-0.97342943701302
"22",-0.889507919629741,-0.608351715596548,1.04491892883025
"23",1.53540481929245,-0.203134948270503,0.424149529961291
"24",0.28787982084778,0.95804810967497,0.841692262898565
"25",0.13534266754246,-0.88007315302612,-0.668092281467107
"26",0.0762102359754129,0.408436016746427,0.986752418967856
"27",-0.133636843134992,0.417522644682849,1.07156089583104
"28",1.35156327092908,0.993587764043156,0.961951418846421
"29",-0.0182365149993534,1.51119292102079,-0.717593615620249
"30",1.41702373191601,-0.491640085140223,0.823612971100077
"31",-1.73308444670261,-0.838240145954722,-0.0942745298351679
"32",0.182560261680213,-0.353117428383239,-0.64541427565997
"33",0.550713746308999,-1.11528326507185,-1.4803704566243
"34",1.40115242948433,-0.857980159232261,-0.627346999945406
"35",0.831262595132331,-0.0853285992822934,1.58562583906206
"36",-1.39508993207017,0.954948347124449,0.706560074826753
"37",1.49110820285857,1.48664367941166,0.615129287332668
"38",1.16155588722783,0.0883228273662723,-1.00875629209332
"39",-0.312072729592887,1.57259545584883,-1.63435370471212
"40",-1.16697483187842,0.179082782114952,0.903572287883712
"41",-1.24892489167939,-0.473184392410357,-1.23766725103195
"42",-0.609385469086613,-1.21864299321899,1.11109997582925
"43",-0.632426537028917,-0.140267432985623,1.10820256717125
"44",0.442580012568901,0.598019650732433,-0.430915378612707
"45",-0.753270978652604,0.45221902484754,-1.53562273069203
"46",-0.525264879852347,-0.991049602752115,-1.60253540393455
"47",-1.59946070867826,-0.889505508546981,0.407753807751074
"48",-0.108451206981955,1.64661795720373,-1.63905942344144
"49",0.580692207793701,1.02926862272668,0.407613806864454
"50",1.20421950166162,-1.41540276535176,-0.954959192718556
"51",-1.13311491629136,-1.34080417958439,-1.33119898510529
"52",0.184695028452147,-1.52779164614178,-0.644297100817843
"53",-1.52373338949089,0.3761740372047,-0.911584110689527
"54",0.585078322483301,-1.55741281707796,0.394312861399282
"55",0.534631426728537,-1.77280795957289,1.77983213857071
"56",0.75756064735601,0.901024815110506,-1.36686818406233
"57",-0.90050195691687,1.18262281011067,1.04087829922711
"58",-1.64997678399532,-1.74712544627467,-0.653616330215977
"59",-1.63239900297009,0.628554617383065,0.335794474015801
"60",-1.14631559471636,0.616089633661048,-1.32144420945445
"61",-1.62722836410279,1.24247659110438,0.347891074025985
"62",-1.71914231670779,0.0500478617774447,-0.388776417440301
"63",1.42454739942485,1.60479495113019,0.805609723261012
"64",0.675425753634621,1.3709612936535,1.69684795756774
"65",-0.343877344635322,0.287279964940351,1.11285616831837
"66",1.28380008722344,0.481894990380785,1.08062260172374
"67",1.46655526008355,1.22375372955164,-0.4643919653955
"68",1.40840250740549,-0.32857020858699,0.843617208525555
"69",-0.317149468740029,-1.30190465042947,-0.719666291562478
"70",0.315177006012375,0.431724967300037,1.88161077749243
"71",0.424858531369604,-1.06583693487374,-0.452318819574486
"72",1.45762315411935,-0.681403454824159,-0.489701945063456
"73",0.126929180151199,-0.478162319131875,-1.61386270016473
"74",-0.826352868738983,-1.4410177507447,1.06591894827132
"75",1.44740354375377,-0.568921523059734,-0.517246803095985
"76",1.24310095195425,0.944862214575167,1.14349996936655
"77",1.47155724753468,-1.44540838800059,0.678445660871592
"78",0.860454803287792,1.32356263328982,-1.2956110504059
"79",0.421082568090121,-1.28660110512366,-1.53417758413108
"80",0.072222497054363,-0.343287377347869,-0.6927094498396
"81",0.288098769780152,0.385249908483642,-0.579529741238529
"82",1.50624374486576,0.522466222497288,-0.332580122225132
"83",1.42619389100566,-1.01265377590037,0.801597889806446
"84",1.11817483239115,-0.78528135579156,-1.05930516138317
"85",1.51370989705289,-1.74596112883012,-0.30266716015827
"86",1.52649795980656,-0.820122708085634,-0.245259607889782
"87",1.47954446275954,1.51752777451827,-0.425178304311433
"88",1.17851297672389,-0.749274086828784,1.23342480038275
"89",-0.141295108975846,-1.41630846978233,-0.73320277641841
"90",1.08528934550446,0.156627723327207,-1.0951576975065
"91",-0.0800351556484357,0.475227985365149,1.05441284335796
"92",1.47489820424676,-1.42699995020737,-0.439563368107212
"93",0.0996980799331957,1.6380244354788,-0.682761359873221
"94",-1.73108605239804,-0.356010785370571,-0.066836365985168
"95",1.13876917738257,-0.539763352113705,1.28377845946464
"96",-1.72881947303438,0.798300845098547,-0.313879209528215
"97",-1.71801882033159,-1.13383501044647,-0.395794184738684
"98",0.929360342975288,-0.423464427943043,-1.24137927542984
"99",-0.0239815682629807,0.592133041297537,1.98351228052798
"100",1.52191739708653,0.692765059982424,0.493009849526622
"101",1.38550941257158,0.0389287836527119,-0.66038541083453
"102",0.554591473512972,0.0689466960528779,-0.246790174323291
"103",-0.198099905037259,0.822199880715349,-1.64001735901765
"104",0.626308633241829,1.10066785532784,0.0297824806083958
"105",-1.7242701026674,-0.00953663906265608,-0.00336437698076736
"106",0.60486275137572,0.741728927721138,-0.0994519526879424
"107",-0.706474899368206,0.0313265067051436,-1.5523356587335
"108",0.164618126425364,0.512322990468112,-0.65448389345707
"109",-1.09024819522349,0.715272376221909,-1.36142976613421
"110",0.603549152574214,1.67388443307464,0.328932461192447
"111",0.223646699597099,1.58461781577713,0.893730252298127
"112",0.0788510228333815,1.10137044458078,-0.690415015617357
"113",0.625943874547989,-1.7317508189633,0.0258544643730825
"114",0.036686880165001,-0.456317025239904,-0.703893446816433
"115",0.646626478535439,-0.793608226445453,1.71507379864028
"116",-1.22889549742669,-0.463100477645455,-1.25520610254844
"117",0.71916308423412,1.28917832683967,1.66784724844683
"118",-0.332943792663415,1.15718427970771,1.11167016458238
"119",0.566365780918822,1.42370163447459,-0.219070988072688
"120",-0.490117577216412,0.429229207438236,1.11908933730151
"121",-1.48754030457711,-0.83792878596351,0.59310820389349
"122",-1.73393073876251,-0.663125380816225,-0.246713884561873
"123",1.47668536759797,-0.800329229268718,-0.434080119281533
"124",-0.167940652583224,-1.12060565241808,-0.733891649332873
"125",0.273715286634573,-0.96738701359602,0.853884925600613
"126",0.613878804362789,0.869103467087944,-0.0581342719515849
"127",1.53129917373435,1.46469598114047,-0.221017351391727
"128",-0.40524520792089,-1.35919313071434,-1.62391498211546
"129",-1.0180910264354,-1.16048654470963,-1.40767913355893
"130",-0.646468321654731,1.27149730377451,-1.57145318218681
"131",1.40430719722291,-0.804536377529038,0.852900589835566
"132",0.524775567350658,0.775808243656809,-0.307169621044781
"133",1.25093404132191,0.339791529608818,1.13181045161053
"134",-1.01853375922351,1.55141000281101,-1.40741203071153
"135",-1.51361129003327,0.471287338979462,0.555753974875606
"136",-0.356003372276151,-0.519831954528202,-1.63009052329246
"137",-0.84619318757631,0.2671284139479,1.05972173139045
"138",1.35618864739226,1.23400192246057,-0.717950747513125
"139",-0.563813123619692,-0.685946347413337,-1.59371145333289
"140",-0.703350981661453,-1.72356398163459,-1.55339425464556
"141",0.0220890316612362,0.74690481065059,-1.62917018517083
"142",0.114782206668394,-1.65314968723848,-0.676801640386057
"143",-1.53962030796631,0.462030653756146,0.515459035787782
"144",0.508153968967367,-0.599705216244805,-0.336333595518177
